onset	duration	sample	value
0.5	0.001	500	S 13
1.75	0.001	1750	S 21
2.75	0.001	2750	S 29
4.366	0.001	4366	S 37
4.783	0.001	4783	S 45
5.55	0.001	5550	S 55
6.799	0.001	6799	S 23
7.8	0.001	7800	S 31
9.416	0.001	9416	S 39
9.833	0.001	9833	S 47
10.6	0.001	10600	S 14
11.85	0.001	11850	S 22
12.85	0.001	12850	S 30
14.466	0.001	14466	S 38
14.883	0.001	14883	S 46
15.65	0.001	15650	S 54
16.9	0.001	16900	S 22
17.9	0.001	17900	S 30
19.517	0.001	19517	S 38
19.933	0.001	19933	S 46
20.7	0.001	20700	S 16
21.95	0.001	21950	S 24
22.95	0.001	22950	S 32
24.566	0.001	24566	S 40
24.983	0.001	24983	S 48
25.75	0.001	25750	S 54
27	0.001	27000	S 22
28	0.001	28000	S 30
29.617	0.001	29617	S 38
30.033	0.001	30033	S 46
30.8	0.001	30800	S 16
32.05	0.001	32050	S 24
33.05	0.001	33050	S 32
34.666	0.001	34666	S 40
35.083	0.001	35083	S 48
35.85	0.001	35850	S 53
37.1	0.001	37100	S 21
38.1	0.001	38100	S 29
39.717	0.001	39717	S 37
40.134	0.001	40134	S 45
40.9	0.001	40900	S 13
42.15	0.001	42150	S 21
43.15	0.001	43150	S 29
44.766	0.001	44766	S 37
45.183	0.001	45183	S 45
45.95	0.001	45950	S 15
47.2	0.001	47200	S 23
48.2	0.001	48200	S 31
49.817	0.001	49817	S 39
50.233	0.001	50233	S 47
51	0.001	51000	S 15
52.25	0.001	52250	S 23
53.25	0.001	53250	S 31
54.867	0.001	54867	S 39
55.284	0.001	55284	S 47
56.05	0.001	56050	S 13
57.3	0.001	57300	S 21
58.3	0.001	58300	S 29
59.916	0.001	59916	S 37
60.333	0.001	60333	S 45
61.1	0.001	61100	S 15
62.35	0.001	62350	S 23
63.35	0.001	63350	S 31
64.966	0.001	64966	S 39
65.383	0.001	65383	S 47
66.15	0.001	66150	S 53
67.401	0.001	67401	S 21
68.4	0.001	68400	S 29
70.017	0.001	70017	S 37
70.434	0.001	70434	S 45
71.2	0.001	71200	S 54
72.45	0.001	72450	S 22
73.45	0.001	73450	S 30
