onset	duration	sample	value
0.5	0.001	500	S 11
1.75	0.001	1750	S 19
2.749	0.001	2749	S 27
4.366	0.001	4366	S 35
4.783	0.001	4783	S 43
5.55	0.001	5550	S 11
6.8	0.001	6800	S 19
7.8	0.001	7800	S 27
9.417	0.001	9417	S 35
9.833	0.001	9833	S 43
10.6	0.001	10600	S 10
11.85	0.001	11850	S 18
12.85	0.001	12850	S 26
14.466	0.001	14466	S 34
14.883	0.001	14883	S 42
15.65	0.001	15650	S 10
16.9	0.001	16900	S 18
17.9	0.001	17900	S 26
19.517	0.001	19517	S 34
19.933	0.001	19933	S 42
20.7	0.001	20700	S  9
21.95	0.001	21950	S 17
22.95	0.001	22950	S 25
24.566	0.001	24566	S 33
24.983	0.001	24983	S 41
25.75	0.001	25750	S  9
27	0.001	27000	S 17
28.001	0.001	28001	S 25
29.617	0.001	29617	S 33
30.034	0.001	30034	S 41
30.8	0.001	30800	S 10
32.05	0.001	32050	S 18
33.05	0.001	33050	S 26
34.667	0.001	34667	S 34
35.084	0.001	35084	S 42
35.85	0.001	35850	S 51
37.101	0.001	37101	S 19
38.1	0.001	38100	S 27
39.717	0.001	39717	S 35
40.133	0.001	40133	S 43
40.9	0.001	40900	S  9
42.15	0.001	42150	S 17
43.149	0.001	43149	S 25
44.766	0.001	44766	S 33
45.183	0.001	45183	S 41
45.95	0.001	45950	S 51
47.2	0.001	47200	S 19
48.2	0.001	48200	S 27
49.817	0.001	49817	S 35
50.233	0.001	50233	S 43
51	0.001	51000	S 50
52.25	0.001	52250	S 18
53.25	0.001	53250	S 26
54.866	0.001	54866	S 34
55.283	0.001	55283	S 42
56.05	0.001	56050	S 50
57.3	0.001	57300	S 18
58.3	0.001	58300	S 26
59.917	0.001	59917	S 34
60.334	0.001	60334	S 42
61.1	0.001	61100	S 51
62.35	0.001	62350	S 19
63.35	0.001	63350	S 27
64.967	0.001	64967	S 35
65.384	0.001	65384	S 43
66.15	0.001	66150	S 11
67.4	0.001	67400	S 19
68.4	0.001	68400	S 27
70.017	0.001	70017	S 35
70.433	0.001	70433	S 43
71.2	0.001	71200	S 51
72.45	0.001	72450	S 19
73.451	0.001	73451	S 27
75.067	0.001	75067	S 35
75.484	0.001	75484	S 43
76.25	0.001	76250	S 11
77.499	0.001	77499	S 19
78.499	0.001	78499	S 27
80.116	0.001	80116	S 35
80.532	0.001	80532	S 43
81.3	0.001	81300	S  9
82.55	0.001	82550	S 17
83.55	0.001	83550	S 25
85.167	0.001	85167	S 33
85.583	0.001	85583	S 41
86.35	0.001	86350	S 51
87.6	0.001	87600	S 19
88.6	0.001	88600	S 27
90.216	0.001	90216	S 35
90.633	0.001	90633	S 43
91.4	0.001	91400	S 11
92.65	0.001	92650	S 19
93.65	0.001	93650	S 27
95.267	0.001	95267	S 35
95.684	0.001	95684	S 43
96.45	0.001	96450	S 10
97.7	0.001	97700	S 18
98.7	0.001	98700	S 26
100.317	0.001	100317	S 34
100.734	0.001	100734	S 42
101.5	0.001	101500	S 49
102.75	0.001	102750	S 17
103.75	0.001	103750	S 25
105.367	0.001	105367	S 33
105.784	0.001	105784	S 41
106.55	0.001	106550	S 50
107.8	0.001	107800	S 18
108.8	0.001	108800	S 26
110.416	0.001	110416	S 34
110.833	0.001	110833	S 42
111.6	0.001	111600	S 51
112.85	0.001	112850	S 19
113.85	0.001	113850	S 27
115.467	0.001	115467	S 35
115.883	0.001	115883	S 43
116.65	0.001	116650	S 11
117.899	0.001	117899	S 19
118.899	0.001	118899	S 27
120.516	0.001	120516	S 35
120.933	0.001	120933	S 43
121.7	0.001	121700	S 51
122.95	0.001	122950	S 19
123.95	0.001	123950	S 27
125.567	0.001	125567	S 35
125.983	0.001	125983	S 43
126.75	0.001	126750	S 11
128	0.001	128000	S 19
129	0.001	129000	S 27
130.616	0.001	130616	S 35
131.033	0.001	131033	S 43
131.8	0.001	131800	S 10
